True_label,LR_Pred,LR_Pred_label,LR_hybrid_Pred,LR_hybrid_Pred_label,SVM_Pred,SVM_Pred_label,SVM_hybrid_Pred,SVM_hybrid_Pred_label,RF_Pred,RF_Pred_label,RF_hybrid_Pred,RF_hybrid_Pred_label,GBM_Pred,GBM_Pred_label,GBM_hybrid_Pred,GBM_hybrid_Pred_label
0,0.05319661631848637,0,0.13112565715463254,0,0.07407407407407407,0,0.125,0,0.033154944876704597,0,0.6,1,0.15798697726507402,0,0.0810649136628252,0
0,0.04118179014343965,0,0.06698976266953052,0,0.0,0,0.0,0,0.058990883780625954,0,0.2,0,0.0705192501700121,0,0.04488959724760766,0
0,0.059919288084589746,0,0.03170963958494022,0,0.0,0,0.0,0,0.008293834556525803,0,0.4,0,0.04418582777847878,0,0.03897560352902166,0
0,0.16197751280788134,0,0.17361933749320058,0,0.1111111111111111,0,0.25,0,0.2180914475273169,0,0.6,1,0.1946944697911638,0,0.28288732434807257,0
0,0.05517263317336378,0,0.06300905889848428,0,0.0,0,0.0,0,0.014207364607459843,0,0.6,1,0.0697498521764785,0,0.051386288234344116,0
0,0.026784947757935645,0,0.07859431925918983,0,0.0,0,0.0,0,0.014113390510935726,0,0.2,0,0.11851514097999588,0,0.02133951617714529,0
0,0.0650363299510724,0,0.13112565715463254,0,0.1111111111111111,0,0.125,0,0.06716625288820934,0,0.2,0,0.15501843244847222,0,0.13081041194762963,0
0,0.15778077415823186,0,0.3296778164063418,0,0.5481481481481482,1,0.375,0,0.5003101305759637,1,0.6,1,0.25641571466793284,0,0.3591320763115156,0
0,0.1395639915938408,0,0.03893762452014767,0,0.0,0,0.0,0,0.03468351822643173,0,0.4,0,0.0649314403614471,0,0.034958178666881175,0
0,0.13770654558170498,0,0.016611185333920885,0,0.0,0,0.0,0,0.012751673978314471,0,0.0,0,0.023557382380957816,0,0.013060294003498424,0
0,0.10333345818169076,0,0.044089713926707325,0,0.0,0,0.125,0,0.0904009182756238,0,0.4,0,0.02935857733235409,0,0.03684288700292434,0
0,0.0363870948452108,0,0.016611185333920885,0,0.0,0,0.0,0,0.00948062285637943,0,0.0,0,0.023070357662668222,0,0.009843500730969406,0
0,0.11844910019869047,0,0.3159066182228762,0,0.3703703703703704,0,0.625,1,0.24450181276213956,0,0.8,1,0.23932994148018297,0,0.2867803122552572,0
1,0.05618971866498299,0,0.07061687483245387,0,0.0,0,0.0,0,0.09140250288843439,0,0.8,1,0.07563917455732895,0,0.058705646926132476,0
0,0.15778077415823186,0,0.07010605316565117,0,0.027777777777777776,0,0.125,0,0.031222783161727673,0,0.0,0,0.030936733845317803,0,0.0447153633451338,0
1,0.1161842490867254,0,0.08754562774415779,0,0.1111111111111111,0,0.25,0,0.2111771026298645,0,0.6,1,0.11601258860601192,0,0.1282680422581787,0
0,0.03539707395043481,0,0.016611185333920885,0,0.0,0,0.0,0,0.007458425409737071,0,0.4,0,0.023440838037346777,0,0.007209629159083493,0
0,0.06123621843265716,0,0.016611185333920885,0,0.0,0,0.0,0,0.012860067461327805,0,0.2,0,0.022849432280408952,0,0.006390338007986327,0
0,0.03499338884174148,0,0.2621531344199051,0,0.0,0,0.25,0,0.22625162982857458,0,0.8,1,0.2048912438390352,0,0.1567417447715821,0
0,0.0735261233979308,0,0.0422280876789827,0,0.0,0,0.0,0,0.014166928308143966,0,0.2,0,0.03626862841589211,0,0.03523363627667171,0
0,0.0735261233979308,0,0.016611185333920885,0,0.0,0,0.0,0,0.010483066882664857,0,0.2,0,0.023346329440390536,0,0.009878643619630619,0
0,0.03353135897779099,0,0.016611185333920885,0,0.0,0,0.0,0,0.028592098307651907,0,0.4,0,0.025199230426959464,0,0.00993849084588226,0
0,0.06486798876633676,0,0.044089713926707325,0,0.0,0,0.0,0,0.029766175646127754,0,0.0,0,0.02945010459203144,0,0.03225031014165736,0
0,0.04124494029568927,0,0.06780790599091449,0,0.0,0,0.0,0,0.08128176338896718,0,0.0,0,0.08792198529015642,0,0.04128869361013834,0
0,0.05618971866498299,0,0.06698976266953052,0,0.0,0,0.0,0,0.03310704401262963,0,0.6,1,0.07017753097768445,0,0.058705646926132476,0
0,0.054011248802714594,0,0.016611185333920885,0,0.0,0,0.0,0,0.005105887772710703,0,0.4,0,0.02243432406928487,0,0.009784219859748332,0
0,0.03804060043662883,0,0.016611185333920885,0,0.0,0,0.0,0,0.005785294212935146,0,0.4,0,0.022944977391229575,0,0.0056502446029720686,0
0,0.05319661631848637,0,0.128925252908373,0,0.0,0,0.0,0,0.07450128736069823,0,0.6,1,0.16840256667035977,0,0.07122902408164031,0
0,0.07319746480662792,0,0.05086354037078367,0,0.0,0,0.0,0,0.014492069781599764,0,0.6,1,0.10832650336600906,0,0.03477595355205667,0
0,0.053421446466299045,0,0.016611185333920885,0,0.0,0,0.0,0,0.0081402107328446,0,0.0,0,0.02485116682207876,0,0.00835935533650858,0
0,0.06409103788227744,0,0.056287262114598904,0,0.0,0,0.125,0,0.029464287956367664,0,0.4,0,0.03465223807728633,0,0.02594959556682726,0
0,0.05319661631848637,0,0.06300905889848428,0,0.0,0,0.0,0,0.06819655969161713,0,0.2,0,0.07085560213676231,0,0.037357428093793506,0
0,0.05618971866498299,0,0.0490723141944817,0,0.0,0,0.0,0,0.03157069593203963,0,0.4,0,0.05079774948365945,0,0.039055951660266174,0
0,0.043803847055943784,0,0.03893762452014767,0,0.0,0,0.0,0,0.026727856803973552,0,0.2,0,0.064464819776254,0,0.03561247939257412,0
0,0.050688448236611124,0,0.13494433538635006,0,0.16666666666666666,0,0.25,0,0.05837183589304008,0,0.6,1,0.1471456452106433,0,0.06815726915435474,0
0,0.07377983756355264,0,0.07061687483245387,0,0.0,0,0.0,0,0.09367130275823757,0,0.2,0,0.07517079817540324,0,0.060693776539326685,0
0,0.13480036341818136,0,0.17361933749320058,0,0.2222222222222222,0,0.125,0,0.3081799375747936,0,0.6,1,0.19726755851560449,0,0.26051437598128,0
0,0.022020123171936547,0,0.02334048811948173,0,0.0,0,0.0,0,0.009453009397348305,0,0.0,0,0.027421990395572124,0,0.010662545726545621,0
0,0.15778077415823186,0,0.20235782807136002,0,0.0,0,0.25,0,0.17975593310075205,0,0.4,0,0.19595385018133493,0,0.18884335681107717,0
0,0.04715131899494902,0,0.016611185333920885,0,0.0,0,0.0,0,0.011891195057096232,0,0.6,1,0.023359167780292747,0,0.008568385173500254,0
0,0.1395639915938408,0,0.17361933749320058,0,0.2574074074074074,0,0.125,0,0.09013911321932286,0,0.4,0,0.1977241539990242,0,0.1599927973818241,0
0,0.04866426902112073,0,0.0422280876789827,0,0.0,0,0.0,0,0.009895947256719832,0,0.0,0,0.03671580148417174,0,0.023196745151972755,0
0,0.021191197809619026,0,0.03343753254764389,0,0.0,0,0.0,0,0.007969889806655327,0,0.0,0,0.03252478785526349,0,0.018217506985293983,0
0,0.1395639915938408,0,0.0344391618148307,0,0.1111111111111111,0,0.125,0,0.035663325649177374,0,0.2,0,0.047094919908665316,0,0.044867163952818145,0
0,0.03804060043662883,0,0.06300905889848428,0,0.0,0,0.0,0,0.020958843432504752,0,0.0,0,0.07073526266888018,0,0.035393532644686004,0
0,0.036499702152414736,0,0.17361933749320058,0,0.2222222222222222,0,0.125,0,0.09001671028819566,0,0.8,1,0.19913951717067385,0,0.10147972960945824,0
1,0.07377983756355264,0,0.25473276410218054,0,0.1111111111111111,0,0.125,0,0.11991151105897793,0,1.0,1,0.22555270584169484,0,0.2514053732173642,0
0,0.10116932015062595,0,0.07477411937217067,0,0.0,0,0.0,0,0.034657613799797406,0,0.4,0,0.03423822720256385,0,0.049817105560635705,0
0,0.05319661631848637,0,0.05086354037078367,0,0.0,0,0.125,0,0.04153437941125792,0,0.4,0,0.11139916925930746,0,0.03405529615353547,0
0,0.06987245051794011,0,0.047573111287159194,0,0.0,0,0.0,0,0.026198285280153166,0,0.4,0,0.04166192128112731,0,0.040842256768402696,0
0,0.04879667571253707,0,0.026018123582597995,0,0.0,0,0.0,0,0.04838437770336432,0,0.0,0,0.02605832214435922,0,0.022702590661376535,0
0,0.03896837815999187,0,0.0422280876789827,0,0.0,0,0.0,0,0.021921651076579608,0,0.6,1,0.03904978290251394,0,0.025943891483685432,0
0,0.08333950799693078,0,0.0422280876789827,0,0.2222222222222222,0,0.0,0,0.09511030697690545,0,0.4,0,0.036536041097315085,0,0.04173991761422203,0
0,0.029174375641533752,0,0.016611185333920885,0,0.0,0,0.0,0,0.007403388987947847,0,0.2,0,0.023530034542890283,0,0.007562930554664667,0
0,0.18460008374680426,0,0.3296778164063418,0,0.0,0,0.125,0,0.5306773612157929,1,0.8,1,0.2626017008324248,0,0.49970115309974217,0
0,0.1161842490867254,0,0.047573111287159194,0,0.0,0,0.0,0,0.054401434804572234,0,0.4,0,0.04366917664799602,0,0.05928984888397917,0
0,0.05517263317336378,0,0.05086354037078367,0,0.0,0,0.0,0,0.07002763189742131,0,0.4,0,0.10146850901059752,0,0.04060044588066788,0
0,0.09701155430081344,0,0.05086354037078367,0,0.1111111111111111,0,0.0,0,0.0717875690118851,0,0.8,1,0.10115494287084888,0,0.04594340219212054,0
0,0.05517263317336378,0,0.06630489721258839,0,0.0,0,0.0,0,0.03469424275458244,0,0.2,0,0.09419182838044843,0,0.05019122403380711,0
